Sticker ID,Player Name,Quantity
CZE20,PATRICK SHICK,1
CAN01,CANADA NATIONAL TEAM,2
CAN02,DAYNE ST. CLAIR,2
CAN03,ALPHONSO DAVIES,0
CAN04,ALISTAIR JOHNSTON,2
CAN05,SAMUEL ADEKUGBE,1
CAN06,RICHIE LARVEA,1
CAN07,DEREK CORNELIUS,1
CAN08,MOISE BOMBITO,1
CAN09,KAMAL MILLER,2
CAN10,STEPHEN EUSTAQUIO,2
CAN11,ISMAEL KONE,1
CAN12,JONATHAN OSORIO,2
CAN13,CANADA NATIONAL TEAM,1
CAN14,JACOB SHAFFELBURG,3
CAN15,MATHIEU CHOINIERE,3
CAN16,NIKO SIGUR,1
CAN17,TAJON BUCHANAN,1
CAN18,LIAM MILLAR,1
CAN19,CYLE LARIN,1
CAN20,JONATHAN DAVID,0
BIH01,BOSNIA HERZEGOVINA NATIONAL TEAM,1
BIH02,NIKOLA VASILJ,2
BIH03,AMAR DEDIC,1
BIH04,SEAD KOLASINAC,2
BIH05,TARIK MUHAREMOVIC,1
BIH06,NIIHAD MUJAKIC,1
BIH07,NICOLA KATIC,1
BIH08,AMIR HADZIAHMETOVIC,1
BIH09,BENJAMIN TAHIROVIC,1
BIH10,ARMIN GIGOVIC,0
BIH11,IVAN SUNJIC,2
BIH12,IVAN BASIC,1
BIH13,BOSNIA HERZEGOVINA NATIONAL TEAM,1
BIH14,DZENIS BURNIC,1
BIH15,ESMIR BAJRAKTAREVIC,0
BIH16,AMAR MEMIC,1
BIH17,ERMEDIN DEMIROVIC,1
BIH18,EDIN DZEKO,1
BIH19,SAMED BAZDAR,0
BIH20,HARIS TABAKOVIC,0
QAT01,QATAR NATIONAL TEAM,1
QAT02,MESHAAL BARSHAM,1
QAT03,SULTAN ALBRAKE,3
QAT04,LUCAS MENDES,1
QAT05,HOMAM AHMED,1
QAT06,BOUALEM KHOUKHI,1
QAT07,PEDRO MIGUEL,1
QAT08,TAREK SALMAN,3
QAT09,MOHAMMED MANNAI,1
QAT10,KARIM BOUDIAF,1
QAT11,ASSIM MADIBO,0
QAT12,HAMED FATEHI,1
QAT13,QATAR NATIONAL TEAM,0
QAT14,MOHAMMED WAAD,3
QAT15,ABDULAZIZ HATEM,2
QAT16,HASSAN AL-HAVDOS,0
QAT17,EDMILSON JUNIOR,3
QAT18,AKRAM HASSAN AFIF,1
QAT19,AHMED AL-GANEHI,2
QAT20,ALMOEZ ALI,0
SUI01,SWITZERLAND NATIONAL TEAM,1
SUI02,GREGOR KOBEL,1
SUI03,YVON MVOGO,1
SUI04,MANUEL AKANJI,2
SUI05,RICARDO RODRIGUEZ,1
SUI06,NICO ELVEDI,1
SUI07,AURELE AMENDA,1
SUI08,SILVAN WIDMER,2
SUI09,GRANIT XHAKA,2
SUI10,DENIS ZAKARIA,1
SUI11,REMO FREULER,1
SUI12,FABIAN RIEDER,1
SUI13,SWITZERLAND NATIONAL TEAM,1
SUI14,AARON JASHARI,1
SUI15,JOHAN MANZAMBI,1
SUI16,MICHEL AEBISCHER,0
SUI17,BREEL EMBOLO,1
SUI18,RUBEN VARGAS,1
SUI19,DAN NDOVE,0
SUI20,ZEKI AMDOUNI,3
BRA01,BRAZIL NATIONAL TEAM,1
BRA02,ALISSON,0
BRA03,BENTO,1
BRA04,MARQUINOS,1
BRA05,EDER MILITAO,1
BRA06,GABRIEL MAGALHAES,1
BRA07,DANILO,0
BRA08,WESLEY,1
BRA09,LUCAS PAQUETÁ,1
BRA10,CASEMIRO,0
BRA11,BRUNO GUIMARAES,1
BRA12,LUIZ HENRIQUE,0
BRA13,BRAZIL NATIONAL TEAM,2
BRA14,VINICIUS JUNIOR,1
BRA15,RODRYGO,1
BRA16,JOAO PEDRO,0
BRA17,MATHEUS CUNHA,2
BRA18,GABRIEL MARTINELLI,1
BRA19,RAPHINHA,0
BRA20,ESTEVAO,3
MAR01,MOROCCO NATIONAL TEAM,2
MAR02,YASSINE BOUNOU,0
MAR03,MUNIR EL KAJOUR,1
MAR04,ACHRAF HAKIMI,1
MAR05,NOUSSAIR MAZRAOUI,1
MAR06,NAYEF AGUERD,0
MAR07,ROMAIN SAISS,0
MAR08,JAWAD EL YAMIQ,2
MAR09,ADAM MASINA,2
MAR10,SOFYAN AMRABAT,2
MAR11,AZZEDINE OUNAHI,1
MAR12,ELIESSE BEN SEGHIR,1
MAR13,MOROCCO NATIONAL TEAM,2
MAR14,BILAL EL KHANNOUSS,1
MAR15,ISMAEL SAIBARI,0
MAR16,YOUSSEF EN-NESYRI,1
MAR17,ABDE EZZALZOULI,2
MAR18,SOUFIANE RAHIMI,0
MAR19,BRAHIM DIAZ,0
MAR20,AYOUB EL KAABI,1
HAI01,HAITI NATIONAL TEAM,2
HAI02,JOHNY PLACIDE,0
HAI03,CARLENS ARCUS,1
HAI04,MARTIN EXPERIENCE,1
HAI05,JEAN KEVIN DUVERNE,2
HAI06,RICARDO ADÉ,1
HAI07,DUKE LACROIX,1
HAI08,GARVEN METUSALA,0
HAI09,HANNES DEL CROIX,2
HAI10,LEVERTON PIERRE,1
HAI11,DANLEY JEAN JACQUES,2
HAI12,JEAN RICNER BELLEGARDE,2
HAI13,HAITI NATIONAL TEAM,1
HAI14,CHRISTOPHER ATTYS,2
HAI15,DERRICK ETIENNER JR.,0
HAI16,JOSUÉ CASIMIR,0
HAI17,RUBEN PROVIDENCE,1
HAI18,DUCKENS NAZON,1
HAI19,LOUICIUS DEEDSON,1
HAI20,FRANTZDY PIERROT,0
SCO01,SCOTLAND NATIONAL TEAM,2
SCO02,ANGUS GUNN,3
SCO03,JACK HENDRY,0
SCO04,KIERAN TIERNEY,1
SCO05,AARON HICKEY,2
SCO06,ANDREW ROBERTSON,1
SCO07,SCOTT MCKENNA,2
SCO08,JOHN SOUTTAR,1
SCO09,ANTHONY RALSTON,0
SCO10,GRANT HANLEY,1
SCO11,SCOTT MCTOMMINAY,3
SCO12,BILLY GILMOUR,0
SCO13,SCOTLAND NATIONAL TEAM,2
SCO14,LEWIS FERGUSON,1
SCO15,RYAN CHRISTIE,1
SCO16,KENNY MCLEAN,0
SCO17,JOHN MCGINN,0
SCO18,LYNDON DYKES,1
SCO19,CHE ADAMS,1
SCO20,BEN GANNON-DOAK,0
USA01,UNITED STATES NATIONAL TEAM,1
USA02,MATT FREESE,0
USA03,CHRIS RICHARDS,2
USA04,TIM REAM,1
USA05,MARK MCKENZIE,0
USA06,ALEX FREEMAN,1
USA07,ANTONEE ROBINSON,1
USA08,TYLER ADAMS,1
USA09,TANNER TESSMANN,1
USA10,WESTON MCKENNIE,1
USA11,CRISTIAN ROLDAN,1
USA12,TIMOTHY WEAH,1
USA13,UNITED STATES NATIONAL TEAM,1
USA14,DIEGO LUNA,0
USA15,MALIK TILLMAN,1
USA16,CHRISTIAN PULISIC,1
USA17,BRENDEN AARONSON,1
USA18,RICARDO PEPI,1
USA19,HAJI WRIGHT,2
USA20,FOLARIN BALOGUN,1
PAR01,PARAGUAY NATIONAL TEAM,2
PAR02,ROBERTO FERNANDEZ,2
PAR03,ORLANDO GILL,1
PAR04,GUSTAVO GOMEZ,1
PAR05,FABIAN BALBUENA,1
PAR06,JUAN JOSE CACERES,1
PAR07,OMAR ALDRETE,0
PAR08,JUNIOR ALONSO,0
PAR09,MATHIAS VILLASANTI,1
PAR10,DIEGO GOMEZ,2
PAR11,DAMIAN BOBADILLA,4
PAR12,ANDRÉS CUBAS,1
PAR13,PARAGUAY NATIONAL TEAM,1
PAR14,MATIAS GALARZA FONDA,1
PAR15,JULIO ENCISO,0
PAR16,ALEJANDRO ROMERO GAMARRA,1
PAR17,MIGUEL ALMIRON,2
PAR18,RAMON SOSA,1
PAR19,ANGEL ROMERO,1
PAR20,ANTONIO SANABRIA,1
AUS01,AUSTRALIA NATIONAL TEAM,1
AUS02,MATTHEW RYAN,3
AUS03,JOE GAUCI,2
AUS04,HARRY SOUTTAR,1
AUS05,ALESSANDRO CIRCATI,2
AUS06,JORDAN BOS,3
AUS07,AZIZ BEHICH,2
AUS08,CAMERON BURGESS,1
AUS09,LEWIS MILLER,1
AUS10,MILOS DEGENEK,0
AUS11,JACKSON IRVINE,1
AUS12,RILEY MCGREE,2
AUS13,AUSTRALIA NATIONAL TEAM,1
AUS14,AIDEN O´NEILL,1
AUS15,CONNOR METCALFE,0
AUS16,PATRICK YAZBECK,0
AUS17,CRAIG GOODWIN,1
AUS18,KUSINI VENGI,1
AUS19,NESTORY IRANKUNDA,3
AUS20,MOHAMED TOURE,3
TUR01,TURKEY NATIONAL TEAM,2
TUR02,UGURCAN CAKIR,1
TUR03,MERT MULDUR,1
TUR04,ZEKI CELIK,2
TUR05,ABDULKERIM BARDAKCI,1
TUR06,CAGLAR SOYUNCU,0
TUR07,MERIH DEMIRAL,1
TUR08,FERDI KADIOGLU,0
TUR09,KAAN AYHAN,0
TUR10,ISMAIL YUKSEK,1
TUR11,HAKAN CALHANOGLU,0
TUR12,ORKUN KOKCU,1
TUR13,TURKEY NATIONAL TEAM,1
TUR14,ARDA GULER,1
TUR15,IRFAN CAN KAHVECI,0
TUR16,YUNUS AKGUN,1
TUR17,CAN UZUN,1
TUR18,BARIS ALPER YILMAZ,0
TUR19,KEREM AKTURKOGLU,1
TUR20,KENAN YILDIZ,1
GER01,GERMANY NATIONAL TEAM,1
GER02,MARC-ANDRE TER STEGEN,1
GER03,JONATHAN TAH,1
GER04,DAIVD RAUM,1
GER05,NICO SCHLOTTERBECK,1
GER06,ANTONIO RUDIGER,1
GER07,WALDEMAR ANTON,0
GER08,RIDLE BAKU,1
GER09,MAXIMILIAN MITTELSTADT,0
GER10,JOSHUA KIMMICH,1
GER11,FLORIAN WIRTZ,0
GER12,FELIZ NMECHA,1
GER13,GERMANY NATIONAL TEAM,1
GER14,LEON GORETZKA,2
GER15,JAMAL MUSIALA,0
GER16,SERGE GNABRY,1
GER17,KAI HAVERTZ,1
GER18,LEROY SANE,1
GER19,KARIM ADEYEMI,0
GER20,NICK WOLTEMADE,1
CUW01,CURAZAO NATIONAL TEAM,1
CUW02,ELOY ROOM,1
CUW03,ARMANDO OBISPO,1
CUW04,SHEREL FLORANUS,1
CUW05,JURIEN GAARI,1
CUW06,JOSHUA BRENET,4
CUW07,ROSHON VAN EIJMA,1
CUW08,SHURANDY SAMBO,1
CUW09,LIVANO COMENENCIA,2
CUW10,GODFRIED ROEMERATOE,2
CUW11,JUNINHO BACUNA,2
CUW12,LEANDRO BACUNA,1
CUW13,CURAZAO NATIONAL TEAM,1
CUW14,TAHITH CHONG,1
CUW15,KENJI GORRE,0
CUW16,JEARL MARGARITHA,0
CUW17,JURGEN LOCADIA,1
CUW18,JEREMY ANTONISSE,0
CUW19,GERVANE KASTANEER,1
CUW20,SONTJE HANSEN,2
CIV01,COTE D'IVIORE NATIONAL TEAM,0
CIV02,YAHIA FOFANA,1
CIV03,GHISLAIN KONAN,1
CIV04,WILFRIED SINGO,2
CIV05,ODILON KOSSOUNOU,1
CIV06,EVAN NDICKA,1
CIV07,WILLY BOLY,2
CIV08,EMMANUEL AGBADOU,1
CIV09,OUSMANE DOIMANDE,0
CIV10,FRACNK KESSIE,1
CIV11,SEKO FOFANA,1
CIV12,IBAHIM SANGARE,1
CIV13,COTE D'IVIORE NATIONAL TEAM,1
CIV14,JEAN PHILIPPE GBAMIN,1
CIV15,AMAD DIALLO,1
CIV16,SEBASTIEN HALLER,1
CIV17,SIMON ADINGRA,1
CIV18,YAN DIOMANDE,0
CIV19,EVANN GUESSAND,2
CIV20,OUMAR DIAKITE,0
ECU01,ECUADOR NATIONAL TEAM,1
ECU02,HERNAN GALINDEZ,1
ECU03,GONZALO VALLE,3
ECU04,PIERO HINCAPIE,1
ECU05,PERVIS ESTUPIÑAN,0
ECU06,WILLIAN PACHO,1
ECU07,ANGELO PRECIADO,0
ECU08,JOEL ORDOÑEZ,2
ECU09,MOISES CAICEDO,0
ECU10,ALAN FRANCO,1
ECU11,KENDRY PAEZ,1
ECU12,PEDRO VITE,2
ECU13,ECUADOR NATIONAL TEAM,2
ECU14,JOHN YEBOAH,0
ECU15,LEONARDO CAMPANA,1
ECU16,GONZALO PLATA,1
ECU17,NILSON ANGULO,0
ECU18,ALAN MINDA,1
ECU19,KEVIN RODRIGUEZ,1
ECU20,ENNER VALENCIA,2
NED01,NETHERLANDS NATIONAL TEAM,1
NED02,BART VERBRUGGEN,1
NED03,VIRGIL VAN DIJK,1
NED04,MICKY VAN DE VEN,1
NED05,JURRIEN TIMBER,1
NED06,DENZEL DUMFRIES,1
NED07,NATHAN AKE,2
NED08,JAREMIE FRIMPONG,1
NED09,JAN PAUL VAN HECKE,2
NED10,TIJJANI REIJNDERS,2
NED11,RYAN GRAVENBERCH,1
NED12,TEUN KOOPMEINERS,1
NED13,NETHERLANDS NATIONAL TEAM,1
NED14,FRENKIE DE JONG,2
NED15,XAVI SIMMONS,0
NED16,JUSTIN KLUIVERT,2
NED17,MEMPHIS DEPAY,1
NED18,DONYELL MALEN,0
NED19,WOUT WEGHORST,1
NED20,CODY GAKPO,1
JAP01,JAPAN NATIONAL TEAM,3
JAP02,ZION SUZUKI,3
JAP03,HENRY HEROKI MOCHIZUKI,2
JAP04,AYUMU SEKO,1
JAP05,JUNNOSUKE SUZUKI,1
JAP06,SHOGO TANIGUCHI,0
JAP07,TSUYOSHI WATANABE,1
JAP08,KAISHU SANO,1
JAP09,YUKI SOMA,2
JAP10,AO TANAKA,1
JAP11,DAICHI KAMADA,1
JAP12,TAKEFUSA KUBO,1
JAP13,JAPAN NATIONAL TEAM,1
JAP14,RITSU DOAN,2
JAP15,KEITO NAKAMURA,2
JAP16,TAKUMI MINAMINO,1
JAP17,SHUTO MACHINO,0
JAP18,JUNYA ITO,1
JAP19,KOKI OGAWA,1
JAP20,AYASE UEDA,3
SWE01,SWEDEN NATIONAL TEAM,1
SWE02,VIKTOR JOHANSSON,1
SWE03,ISAK HEIN,0
SWE04,GABRIEL GUDMUNDSSON,0
SWE05,EMIL HOLM,0
SWE06,VICTOR NILSSON LINDELOF,1
SWE07,GUSTAF LAGERBIELKE,1
SWE08,LUCAS BERGVALL,1
SWE09,HUGO LARSSON,1
SWE10,JESPER KARLSTROM,1
SWE11,YASIN AYARI,1
SWE12,MATTIAS SVANBERG,2
SWE13,SWEDEN NATIONAL TEAM,0
SWE14,DANIEL SVENSSON,1
SWE15,KEN SEMA,1
SWE16,ROONY BARDGHJI,0
SWE17,DEJAN KULUSEVSKI,1
SWE18,ANTHONY ELANGA,1
SWE19,ALEXANDER ISAK,1
SWE20,VIKTOR GYOKERES,1
TUN01,TUNISIA NATIONAL TEAM,1
TUN02,BECHIR BEN SAID,1
TUN03,AYMEHN DAHMEN,0
TUN04,VAN VALERY,1
TUN05,MONTASSAR TALBI,1
TUN06,YASSINE MERIAH,1
TUN07,ALI ABDI,1
TUN08,DYLAN BRONN,1
TUN09,ELLYES SKHIRI,0
TUN10,AISSA LAIDOUNI,1
TUN11,FERJANI SASSI,0
TUN12,MIOHAMED ALI BEN ROMDHANE,1
TUN13,TUNISIA NATIONAL TEAM,3
TUN14,HANNIBAL MEJBRI,1
TUN15,ELIAS ACHOURI,1
TUN16,ELIAS SAAD,1
TUN17,HAZEM MASTOURI,1
TUN18,ISMAEL GHARBI,1
TUN19,SAYFALLAH LTAIEF,1
TUN20,NAIM SLITTI,1
CC1,LAMINE YAMAL,3
CC2,JOSHUE KIMMICH,1
CC3,HARRY KANE,0
CC4,SANTIAGO GIMENEZ,0
CC5,JOSKO GVARDIOL,0
CC6,FEDERICO VALVERDE,0
CC7,JEFFERSON LERMA,1
CC8,ENNER VALENCIA,1
CC9,GABRIEL MAGALHAES,0
CC10,VIRGIL VAN DIJK,0
CC11,ALPHONSO DAVIES,0
CC12,EMILIANO MARTINEZ,0
CC13,RAUL JIMENEZ,0
CC14,LAUTARO MARTINEZ,0
BEL01,BELGIUM NATIONAL TEAM,3
BEL02,THIBAUT COURTOIS,1
BEL03,ARTHUR THEATE,1
BEL04,TIMOTHY CASTAGNE,1
BEL05,ZENO DEBASR,0
BEL06,BRANDON MECHELE,3
BEL07,MAXIM DE CUYPER,1
BEL08,THOMAS MEUNIER,1
BEL09,YOURI TIELEMANS,1
BEL10,AMADOU ONANA,1
BEL11,NICOLAS RASKIN,0
BEL12,ALEXIS SAELEMAEKERS,1
BEL13,BELGIUM NATIONAL TEAM,1
BEL14,HANS VANAKEN,2
BEL15,KEVIN DEBRUYNE,2
BEL16,JEREMY DOKU,3
BEL17,CHARLES DE KETELAERE,0
BEL18,LEANDRO TROSSARD,1
BEL19,LIOS OPENDA,0
BEL20,ROMELU LUKAKU,1
EGY01,EGYPT NATIONAL TEAM,0
EGY02,MOHAMED ELSHENAWY,1
EGY03,MOHAMED HANY,0
EGY04,MOHAMED HAMBY,0
EGY05,YASSER IBRAHIM,2
EGY06,KHALED SOBHI,1
EGY07,RAMY RABIA,3
EGY08,HOSSAM ABDELMAGUID,1
EGY09,AHMED FATOUH,1
EGY10,MARWAN ATTIA,1
EGY11,ZIZO,2
EGY12,HAMDY FATHY,1
EGY13,EGYPT NATIONAL TEAM,1
EGY14,MOHANAD LASHEEN,1
EGY15,EMAM ASHOUR,1
EGY16,OSAMA FAISAL,1
EGY17,MOHAMED SALAH,3
EGY18,MOSTAFA MOHAMED,0
EGY19,TREZEGUET,1
EGY20,OMAR MARMOUSH,0
IRN01,IRAN NATIONAL TEAM,3
IRN02,ALIREZA BEIRANVAND,3
IRN03,MORTEZA POURALIGANJI,0
IRN04,EHSAN HAJSAFI,4
IRN05,MILAD MOHAMMADI,0
IRN06,SHOJAE KHALILZAEDH,2
IRN07,RAMIN REZAEIAN,1
IRN08,HOSSEIN KANAANI,2
IRN09,SADEGH MOHARRAMI,1
IRN10,SALEH HARDANI,1
IRN11,SAEED EZTOLAHI,1
IRN12,SAMAN GHODDOS,2
IRN13,IRAN NATIONAL TEAM,1
IRN14,OMID NOORAFKAN,1
IRN15,ROOZBEH CHESHMI,2
IRN16,MOHAMMAD MOHEBI,1
IRN17,SARDAR AZMOUN,1
IRN18,MEHDI TAREMI,1
IRN19,ALIREZA JAHANBAKHSH,2
IRN20,ALI GHOLIZADEH,0
NZL01,NEW ZEALAND NATIONAL TEAM,1
NZL02,MAX CROCOMBE,1
NZL03,ALEX PAULSEN,1
NZL04,MICHAEL BOXALL,1
NZL05,LIBERATO CACACE,2
NZL06,TIM PAYNE,0
NZL07,TYLER BINDON,1
NZL08,FRANCIS DE VRIES,0
NZL09,FINN SURMAN,1
NZL10,JOE BELL,2
NZL11,SARPREET SINGH,2
NZL12,RYAN THOMAS,2
NZL13,NEW ZEALAND NATIONAL TEAM,2
NZL14,MATTHEW GARBETT,1
NZL15,MARKO STAMENIC,1
NZL16,BEN OLD,2
NZL17,CHRIS WOOD,1
NZL18,ELIJAH JUST,2
NZL19,CALLUM MCCOWATT,2
NZL20,KOSTA BARBAROUSES,1
ESP01,SPAIN NATIONAL TEAM,3
ESP02,UNAI SIMON,1
ESP03,ROBIN LE NORMAND,1
ESP04,AYMERIC LAPORTE,2
ESP05,DEAN HUIJSEN,0
ESP06,PEDRO PORRO,3
ESP07,DANI CARVAJAL,0
ESP08,MARC CUCURELLA,1
ESP09,MARTIN ZUBIMENDI,1
ESP10,RODRI,1
ESP11,PEDRI,1
ESP12,FABIAN RUIZ,3
ESP13,SPAIN NATIONAL TEAM,1
ESP14,MIKEL MERINO,1
ESP15,LAMINE YAMAL,1
ESP16,DANI OLMO,1
ESP17,NICO WILLIAMS,1
ESP18,FERRAN TORRES,1
ESP19,ALVARO MORATA,0
ESP20,MIKEL OYARZABAL,1
CPV01,CAPE GREEN NATIONAL TEAM,1
CPV02,VOZINHA,1
CPV03,LOGAN COSTA,1
CPV04,PICO,2
CPV05,DINEY,1
CPV06,STEVEN MOREIRA,3
CPV07,WAGNER PINA,2
CPV08,JOAO PAULO,1
CPV09,YANNICK SEMEDO,1
CPV10,KEVIN PINA,1
CPV11,PATRICK ANDRADE,1
CPV12,JAMIRO MONTEIRO,0
CPV13,CAPE GREEN NATIONAL TEAM,1
CPV14,DEROY DUARTE,3
CPV15,GARRY RODRÍGUES,1
CPV16,JOVANE CABRAL,2
CPV17,RYAN MENDES,3
CPV18,DAILON LIVRAMENTO,1
CPV19,WILLY SEMEDO,1
CPV20,BEBE,1
KSA01,KINGDOM OF SAUDI ARABIA NATIONAL TEAM,1
KSA02,NAWAF ALAQIDI,0
KSA03,ABDULRAHMAN ALSANBI,1
KSA04,SAUD ABDULHAMID,2
KSA05,NAWAF BUWASHL,1
KSA06,JEHAD THIKRI,0
KSA07,MOTEB ALHARBI,2
KSA08,HASSAN ALTAMBAKTI,2
KSA09,MUSAB ALJUWAYR,1
KSA10,ZIYAD ALJOHANI,1
KSA11,ABDULLAH ALKHAIBARI,1
KSA12,NASSER ALDAWSARI,1
KSA13,KINGDOM OF SAUDI ARABIA NATIONAL TEAM,2
KSA14,SALEH ABU ALSHAMAT,2
KSA15,MARWAN ALSAHAFI,2
KSA16,SALEM ALDAWSARI,2
KSA17,ABDULRAHMAN ALOBUD,1
KSA18,FERAS ALBRIKAN,1
KSA19,SALEH ALSHEHRI,2
KSA20,ABDULLAH ALHAMDAN,2
URU01,URUGUAY NATIONAL TEAM,2
URU02,SERGIO ROCHET,2
URU03,SANTIAGO MELE,3
URU04,RONALD ARAUJO,0
URU05,JOSE MARIA GIMENEZ,1
URU06,SEBASTIAN CACERES,1
URU07,MATHIAS OLIVERA,2
URU08,GUILLERMO VARELA,0
URU09,NAHITAN NANDEZ,1
URU10,FEDERICO VALVERDE,0
URU11,GIORGIAN DE ARRASCAETA,1
URU12,RODRIGO BETANCOUR,1
URU13,URUGUAY NATIONAL TEAM,2
URU14,MANUEL UGARTE,0
URU15,NICOLAS DE LA CRUZ,2
URU16,MAXI ARAUJO,1
URU17,DARWIN NUÑEZ,1
URU18,FEDERICO VIÑAS,0
URU19,RODRIGO AGUIRRE,0
URU20,FACUNDO PELLISTRI,1
FRA01,FRANCE NATIONAL TEAM,2
FRA02,MIKE MAIGNAN,1
FRA03,THEO HERNANDEZ,1
FRA04,WILLIAM SALIBA,1
FRA05,JULES KOUNDE,3
FRA06,IBRAHIMA KONATE,1
FRA07,DAYOT UPAMECANO,2
FRA08,LUCAS DIGNE,1
FRA09,AURELIEN TCHOUAMENI,0
FRA10,EDUARDO CAMAVINGA,1
FRA11,MANU KONE,3
FRA12,ADRIEN RABIOT,1
FRA13,FRANCE NATIONAL TEAM,1
FRA14,MICHAEL OLISE,1
FRA15,OUSMANE DEMBELE,0
FRA16,BRADLEY BARCOLA,2
FRA17,DESIRE DOUE,0
FRA18,KINGSLEY COMAN,1
FRA19,HUGO EKITIKE,0
FRA20,KYLIAN MBAPPE,3
SEN01,SENEGAL NATIONAL TEAM,1
SEN02,EDOUARD MENDY,3
SEN03,YEHVANN DIOUF,1
SEN04,MOUSSA NIAKHATE,1
SEN05,ABDOULAYE SECK,1
SEN06,ISMAIL JAKOBS,6
SEN07,EL HADJI MALICK DIOUF,1
SEN08,KALIDOU KOULIBALY,1
SEN09,IDRISSA GANA GUEYE,1
SEN10,PAPE MATAR SARR,0
SEN11,PAPE GUEYE,0
SEN12,HABIB DIARRA,1
SEN13,SENEGAL NATIONAL TEAM,2
SEN14,LAMINE CAMARA,0
SEN15,SADIO MANE,1
SEN16,ISMAILA SARR,1
SEN17,BOULAYE DIA,0
SEN18,ILIMAN NDIAYE,0
SEN19,NICOLAS JACKSON,1
SEN20,KREPIN DIATTA,1
IRQ01,IRAQ NATIONAL TEAM,1
IRQ02,JALAL HASSAN,0
IRQ03,REBIN SULAKA,0
IRQ04,HUSSEIN ALI,1
IRQ05,AKAM HASHEM,1
IRQ06,MERCHAS DOSKI,0
IRQ07,ZAID TAHSEEN,0
IRQ08,MANAF YOUNIS,1
IRQ09,ZIDANE IQBAL,0
IRQ10,AMIR AL-AMMARI,1
IRQ11,IBRAHIM BAYESH,1
IRQ12,ALI JASIM,1
IRQ13,IRAQ NATIONAL TEAM,0
IRQ14,YOUSSEF AMYN,1
IRQ15,AIMAR SHER,1
IRQ16,MARKO FARJI,0
IRQ17,OSAMA RASHID,1
IRQ18,ALI AL-HAMADI,1
IRQ19,AYMEN HUSSEIN,0
IRQ20,MOHANAD ALI,1
NOR01,NORWAY NATIONAL TEAM,2
NOR02,ORJAN NYLAND,0
